instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,cluster,PCA1,PCA2,KMeans,Isol,Grubbs
179,28/06/2011,3,0,6,FALSE,2,TRUE,1,0.744167,0.692558,0.634167,0.144283,732,3916,4648,1,-0.851922264,-0.10194158,0,0,0
180,29/06/2011,3,0,6,FALSE,3,TRUE,1,0.728333,0.654688,0.497917,0.261821,848,4377,5225,1,-0.61191985,-0.73169246,0,0,0
181,30/06/2011,3,0,6,FALSE,4,TRUE,1,0.696667,0.637008,0.434167,0.185312,1027,4488,5515,1,-0.668898328,-0.825252925,0,0,0
182,1/7/2011,3,0,7,FALSE,5,TRUE,1,0.7225,0.652162,0.39625,0.102608,1246,4116,5362,1,-0.878171575,-0.755165161,0,0,0
183,2/7/2011,3,0,7,FALSE,6,FALSE,1,0.738333,0.667308,0.444583,0.115062,2204,2915,5119,1,-0.847560897,-0.671814002,0,0,0
184,3/7/2011,3,0,7,FALSE,0,FALSE,2,0.716667,0.668575,0.6825,0.228858,2282,2367,4649,0,-0.578679698,0.683991687,0,0,0
185,4/7/2011,3,0,7,TRUE,1,FALSE,2,0.726667,0.665417,0.637917,0.0814792,3065,2978,6043,0,-0.875636573,0.586615036,0,0,0
186,5/7/2011,3,0,7,FALSE,2,TRUE,1,0.746667,0.696338,0.590417,0.126258,1031,3634,4665,1,-0.927731051,-0.139996518,0,0,0
187,6/7/2011,3,0,7,FALSE,3,TRUE,1,0.72,0.685633,0.743333,0.149883,784,3845,4629,1,-0.895895149,0.277950117,0,0,0
188,7/7/2011,3,0,7,FALSE,4,TRUE,1,0.75,0.686871,0.65125,0.1592,754,3838,4592,1,-0.887634987,-0.025495038,0,0,0
189,8/7/2011,3,0,7,FALSE,5,TRUE,2,0.709167,0.670483,0.757917,0.225129,692,3348,4040,0,-0.590759359,0.960592697,0,0,0
190,9/7/2011,3,0,7,FALSE,6,FALSE,1,0.733333,0.664158,0.609167,0.167912,1988,3348,5336,1,-0.85015981,-0.291724529,0,0,0
191,10/7/2011,3,0,7,FALSE,0,FALSE,1,0.7475,0.690025,0.578333,0.183471,1743,3138,4881,1,-0.79979935,-0.301024474,0,0,0
192,11/7/2011,3,0,7,FALSE,1,TRUE,1,0.7625,0.729804,0.635833,0.282337,723,3363,4086,1,-0.707130437,-0.189611076,0,0,0
193,12/7/2011,3,0,7,FALSE,2,TRUE,1,0.794167,0.739275,0.559167,0.200254,662,3596,4258,1,-0.887617302,-0.335912632,0,0,0
194,13/07/2011,3,0,7,FALSE,3,TRUE,1,0.746667,0.689404,0.631667,0.146133,748,3594,4342,1,-0.863115556,-0.023422215,0,0,0
195,14/07/2011,3,0,7,FALSE,4,TRUE,1,0.680833,0.635104,0.47625,0.240667,888,4196,5084,1,-0.573051194,-0.665559052,0,0,0
196,15/07/2011,3,0,7,FALSE,5,TRUE,1,0.663333,0.624371,0.59125,0.182833,1318,4220,5538,1,-0.7275621,-0.291672723,0,0,0
197,16/07/2011,3,0,7,FALSE,6,FALSE,1,0.686667,0.638263,0.585,0.208342,2418,3505,5923,1,-0.746528287,-0.458677126,0,0,0
198,17/07/2011,3,0,7,FALSE,0,FALSE,1,0.719167,0.669833,0.604167,0.245033,2006,3296,5302,1,-0.698200622,-0.345538923,0,0,0
199,18/07/2011,3,0,7,FALSE,1,TRUE,1,0.746667,0.703925,0.65125,0.215804,841,3617,4458,1,-0.798464676,-0.067091289,0,0,0
200,19/07/2011,3,0,7,FALSE,2,TRUE,1,0.776667,0.747479,0.650417,0.1306,752,3789,4541,1,-1.056089935,0.00928448,0,0,0
201,20/07/2011,3,0,7,FALSE,3,TRUE,1,0.768333,0.74685,0.707083,0.113817,644,3688,4332,1,-1.066821364,0.214913872,0,0,0
202,21/07/2011,3,0,7,FALSE,4,TRUE,2,0.815,0.826371,0.69125,0.222021,632,3152,3784,0,-0.939675804,0.704158439,0,0,0
203,22/07/2011,3,0,7,FALSE,5,TRUE,1,0.848333,0.840896,0.580417,0.1331,562,2825,3387,1,-1.136488527,-0.175456997,0,0,0
204,23/07/2011,3,0,7,FALSE,6,FALSE,1,0.849167,0.804287,0.5,0.131221,987,2298,3285,1,-0.987717073,-0.434632113,0,0,0
205,24/07/2011,3,0,7,FALSE,0,FALSE,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,1,-0.932832017,-0.296318774,0,0,0
206,25/07/2011,3,0,7,FALSE,1,TRUE,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,0,-0.973136838,0.493960097,0,0,0
207,26/07/2011,3,0,7,FALSE,2,TRUE,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,1,-0.822271205,-0.399398189,0,0,0
208,27/07/2011,3,0,7,FALSE,3,TRUE,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,1,-0.797889033,-0.794578105,0,0,0
209,28/07/2011,3,0,7,FALSE,4,TRUE,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,1,-0.932981866,-0.264576941,0,0,0
210,29/07/2011,3,0,7,FALSE,5,TRUE,1,0.838333,0.785967,0.5425,0.174138,670,3176,3846,1,-1.014883031,-0.372196182,0,0,0
211,30/07/2011,3,0,7,FALSE,6,FALSE,1,0.804167,0.728537,0.465833,0.168537,1559,2916,4475,1,-0.885104047,-0.672081893,0,0,0
212,31/07/2011,3,0,7,FALSE,0,FALSE,1,0.805833,0.729796,0.480833,0.164813,1524,2778,4302,1,-0.861550493,-0.533857037,0,0,0
213,1/8/2011,3,0,8,FALSE,1,TRUE,1,0.771667,0.703292,0.550833,0.156717,729,3537,4266,1,-0.911450845,-0.192597856,0,0,0
214,2/8/2011,3,0,8,FALSE,2,TRUE,1,0.783333,0.707071,0.49125,0.20585,801,4044,4845,1,-0.914721164,-0.522629295,0,0,0
215,3/8/2011,3,0,8,FALSE,3,TRUE,2,0.731667,0.679937,0.6575,0.135583,467,3107,3574,0,-0.721202301,0.931839607,0,0,0
216,4/8/2011,3,0,8,FALSE,4,TRUE,2,0.71,0.664788,0.7575,0.19715,799,3777,4576,0,-0.746988791,1.024004413,0,0,0
217,5/8/2011,3,0,8,FALSE,5,TRUE,1,0.710833,0.656567,0.630833,0.184696,1023,3843,4866,1,-0.827505261,-0.070859355,0,0,0
218,6/8/2011,3,0,8,FALSE,6,FALSE,2,0.716667,0.676154,0.755,0.22825,1521,2773,4294,0,-0.645660142,0.928112364,0,0,0
219,7/8/2011,3,0,8,FALSE,0,FALSE,1,0.7425,0.715292,0.752917,0.201487,1298,2487,3785,0,-0.786917899,0.35968676,0,0,0
220,8/8/2011,3,0,8,FALSE,1,TRUE,1,0.765,0.703283,0.592083,0.192175,846,3480,4326,1,-0.87251256,-0.129885573,0,0,0
221,9/8/2011,3,0,8,FALSE,2,TRUE,1,0.775,0.724121,0.570417,0.151121,907,3695,4602,1,-1.013931879,-0.18528037,0,0,0
222,10/8/2011,3,0,8,FALSE,3,TRUE,1,0.766667,0.684983,0.424167,0.200258,884,3896,4780,1,-0.830078211,-0.699150952,0,0,0
223,11/8/2011,3,0,8,FALSE,4,TRUE,1,0.7175,0.651521,0.42375,0.164796,812,3980,4792,1,-0.762560443,-0.626282788,0,0,0
224,12/8/2011,3,0,8,FALSE,5,TRUE,1,0.708333,0.654042,0.415,0.125621,1051,3854,4905,1,-0.82723435,-0.613847601,0,0,0
225,13/08/2011,3,0,8,FALSE,6,FALSE,2,0.685833,0.645858,0.729583,0.211454,1504,2646,4150,0,-0.54784438,0.919832865,0,0,0
226,14/08/2011,3,0,8,FALSE,0,FALSE,2,0.676667,0.624388,0.8175,0.222633,1338,2482,3820,0,-0.457670095,1.279225801,0,0,0
227,15/08/2011,3,0,8,FALSE,1,TRUE,1,0.665833,0.616167,0.712083,0.208954,775,3563,4338,1,-0.611583065,0.269151117,0,0,0
228,16/08/2011,3,0,8,FALSE,2,TRUE,1,0.700833,0.645837,0.578333,0.236329,721,4004,4725,1,-0.668594128,-0.243449155,0,0,0
229,17/08/2011,3,0,8,FALSE,3,TRUE,1,0.723333,0.666671,0.575417,0.143667,668,4026,4694,1,-0.873688928,-0.137053228,0,0,0
230,18/08/2011,3,0,8,FALSE,4,TRUE,1,0.711667,0.662258,0.654583,0.233208,639,3166,3805,1,-0.631120292,0.049779774,0,0,0
231,19/08/2011,3,0,8,FALSE,5,TRUE,2,0.685,0.633221,0.722917,0.139308,797,3356,4153,0,-0.680280244,1.068175469,0,0,0
232,20/08/2011,3,0,8,FALSE,6,FALSE,1,0.6975,0.648996,0.674167,0.104467,1914,3277,5191,1,-0.931508807,0.097731048,0,0,0
233,21/08/2011,3,0,8,FALSE,0,FALSE,1,0.710833,0.675525,0.77,0.248754,1249,2624,3873,0,-0.622767167,0.357066466,0,0,0
234,22/08/2011,3,0,8,FALSE,1,TRUE,1,0.691667,0.638254,0.47,0.27675,833,3925,4758,1,-0.539041425,-0.606413966,0,0,0
235,23/08/2011,3,0,8,FALSE,2,TRUE,1,0.640833,0.606067,0.455417,0.146763,1281,4614,5895,1,-0.75761033,-0.553904919,0,0,0
236,24/08/2011,3,0,8,FALSE,3,TRUE,1,0.673333,0.630692,0.605,0.253108,949,4181,5130,1,-0.645643835,-0.229937866,0,0,0
237,25/08/2011,3,0,8,FALSE,4,TRUE,2,0.684167,0.645854,0.771667,0.210833,435,3107,3542,0,-0.527313739,1.175545615,0,0,0
238,26/08/2011,3,0,8,FALSE,5,TRUE,1,0.7,0.659733,0.76125,0.0839625,768,3893,4661,0,-0.99618161,0.488718983,0,0,0
239,27/08/2011,3,0,8,FALSE,6,FALSE,2,0.68,0.635556,0.85,0.375617,226,889,1115,0,0.078534512,1.35996741,0,0,0
240,28/08/2011,3,0,8,FALSE,0,FALSE,1,0.707059,0.647959,0.561765,0.304659,1415,2919,4334,1,-0.463477035,-0.373819523,0,0,0
241,29/08/2011,3,0,8,FALSE,1,TRUE,1,0.636667,0.607958,0.554583,0.159825,729,3905,4634,1,-0.605946264,-0.133642852,0,0,0
242,30/08/2011,3,0,8,FALSE,2,TRUE,1,0.639167,0.594704,0.548333,0.125008,775,4429,5204,1,-0.716287935,-0.168587665,0,0,0
243,31/08/2011,3,0,8,FALSE,3,TRUE,1,0.656667,0.611121,0.597917,0.0833333,688,4370,5058,1,-0.835499157,0.030031957,0,0,0
244,1/9/2011,3,0,9,FALSE,4,TRUE,1,0.655,0.614921,0.639167,0.141796,783,4332,5115,1,-0.831537693,0.109466013,0,0,0
245,2/9/2011,3,0,9,FALSE,5,TRUE,2,0.643333,0.604808,0.727083,0.139929,875,3852,4727,0,-0.704185409,1.11175591,0,0,0
246,3/9/2011,3,0,9,FALSE,6,FALSE,1,0.669167,0.633213,0.716667,0.185325,1935,2549,4484,1,-0.719889047,0.260679301,0,0,0
247,4/9/2011,3,0,9,FALSE,0,FALSE,1,0.709167,0.665429,0.742083,0.206467,2521,2419,4940,1,-0.851644928,0.294877243,0,0,0
248,5/9/2011,3,0,9,TRUE,1,FALSE,2,0.673333,0.625646,0.790417,0.212696,1236,2115,3351,0,-0.349047836,1.297670113,0,0,0
249,6/9/2011,3,0,9,FALSE,2,TRUE,3,0.54,0.5152,0.886957,0.343943,204,2506,2710,0,0.195675957,2.305611334,0,1,0
250,7/9/2011,3,0,9,FALSE,3,TRUE,3,0.599167,0.544229,0.917083,0.0970208,118,1878,1996,0,-0.233782549,2.799691915,1,1,0
251,8/9/2011,3,0,9,FALSE,4,TRUE,3,0.633913,0.555361,0.939565,0.192748,153,1689,1842,0,-0.148140526,2.706402379,1,1,0
252,9/9/2011,3,0,9,FALSE,5,TRUE,2,0.65,0.578946,0.897917,0.124379,417,3127,3544,0,-0.608456481,1.771642798,0,0,0
253,10/9/2011,3,0,9,FALSE,6,FALSE,1,0.66,0.607962,0.75375,0.153608,1750,3595,5345,1,-0.842168778,0.337263341,0,0,0
254,11/9/2011,3,0,9,FALSE,0,FALSE,1,0.653333,0.609229,0.71375,0.115054,1633,3413,5046,0,-0.8206688,0.38482563,0,0,0
255,12/9/2011,3,0,9,FALSE,1,TRUE,1,0.644348,0.60213,0.692174,0.088913,690,4023,4713,0,-0.835708845,0.433637445,0,0,0
256,13/09/2011,3,0,9,FALSE,2,TRUE,1,0.650833,0.603554,0.7125,0.141804,701,4062,4763,0,-0.784592789,0.392142155,0,0,0
257,14/09/2011,3,0,9,FALSE,3,TRUE,1,0.673333,0.6269,0.697083,0.1673,647,4138,4785,1,-0.815948024,0.275547028,0,0,0
258,15/09/2011,3,0,9,FALSE,4,TRUE,2,0.5775,0.553671,0.709167,0.271146,428,3231,3659,0,-0.174948624,1.035565097,0,0,0
259,16/09/2011,3,0,9,FALSE,5,TRUE,2,0.469167,0.461475,0.590417,0.164183,742,4018,4760,0,-0.13031406,0.800204252,0,0,0
260,17/09/2011,3,0,9,FALSE,6,FALSE,2,0.491667,0.478512,0.718333,0.189675,1434,3077,4511,0,-0.124074194,1.093467726,0,0,0
261,18/09/2011,3,0,9,FALSE,0,FALSE,1,0.5075,0.490537,0.695,0.178483,1353,2921,4274,0,-0.210090986,0.424706197,0,0,0
262,19/09/2011,3,0,9,FALSE,1,TRUE,2,0.549167,0.529675,0.69,0.151742,691,3848,4539,0,-0.376240124,1.121682764,0,0,0
263,20/09/2011,3,0,9,FALSE,2,TRUE,2,0.561667,0.532217,0.88125,0.134954,438,3203,3641,0,-0.385977469,1.78615282,0,0,0
264,21/09/2011,3,0,9,FALSE,3,TRUE,2,0.595,0.550533,0.9,0.0964042,539,3813,4352,0,-0.62688622,1.789286,0,0,0
265,22/09/2011,3,0,9,FALSE,4,TRUE,2,0.628333,0.554963,0.902083,0.128125,555,4240,4795,0,-0.696063603,1.671849792,0,0,0
266,23/09/2011,4,0,9,FALSE,5,TRUE,2,0.609167,0.522125,0.9725,0.0783667,258,2137,2395,0,-0.602325152,2.403112013,1,1,0
267,24/09/2011,4,0,9,FALSE,6,FALSE,2,0.606667,0.564412,0.8625,0.0783833,1776,3647,5423,0,-0.975672038,1.681800207,1,0,0
268,25/09/2011,4,0,9,FALSE,0,FALSE,2,0.634167,0.572637,0.845,0.0503792,1544,3466,5010,0,-0.99291014,1.775047051,1,0,0
269,26/09/2011,4,0,9,FALSE,1,TRUE,2,0.649167,0.589042,0.848333,0.1107,684,3946,4630,0,-0.953386349,1.751103433,1,0,0
270,27/09/2011,4,0,9,FALSE,2,TRUE,2,0.636667,0.574525,0.885417,0.118171,477,3643,4120,0,-0.850847558,1.90287325,1,1,0
271,28/09/2011,4,0,9,FALSE,3,TRUE,2,0.635,0.575158,0.84875,0.148629,480,3427,3907,0,-0.763004849,1.761258031,0,0,0
272,29/09/2011,4,0,9,FALSE,4,TRUE,1,0.616667,0.574512,0.699167,0.172883,653,4186,4839,0,-0.847765894,0.478053308,0,0,0
273,30/09/2011,4,0,9,FALSE,5,TRUE,1,0.564167,0.544829,0.6475,0.206475,830,4372,5202,1,-0.702054786,0.257649362,0,0,0
274,1/10/2011,4,0,10,FALSE,6,FALSE,2,0.41,0.412863,0.75375,0.292296,480,1949,2429,0,0.266379141,1.573034913,0,0,0
275,2/10/2011,4,0,10,FALSE,0,FALSE,2,0.356667,0.345317,0.791667,0.222013,616,2302,2918,0,0.284040064,1.857294619,0,0,0
276,3/10/2011,4,0,10,FALSE,1,TRUE,2,0.384167,0.392046,0.760833,0.0833458,330,3240,3570,0,-0.169056404,1.905963605,0,0,0
277,4/10/2011,4,0,10,FALSE,2,TRUE,1,0.484167,0.472858,0.71,0.205854,486,3970,4456,0,-0.442386544,0.686335734,0,0,0
278,5/10/2011,4,0,10,FALSE,3,TRUE,1,0.538333,0.527138,0.647917,0.17725,559,4267,4826,0,-0.67932354,0.452346427,0,0,0
279,6/10/2011,4,0,10,FALSE,4,TRUE,1,0.494167,0.480425,0.620833,0.134954,639,4126,4765,0,-0.587294791,0.469118372,0,0,0
280,7/10/2011,4,0,10,FALSE,5,TRUE,1,0.510833,0.504404,0.684167,0.0223917,949,4036,4985,0,-0.879363406,0.772953653,0,0,0
281,8/10/2011,4,0,10,FALSE,6,FALSE,1,0.521667,0.513242,0.70125,0.0454042,2235,3174,5409,0,-0.890425874,0.680708839,0,0,0
282,9/10/2011,4,0,10,FALSE,0,FALSE,1,0.540833,0.523983,0.7275,0.06345,2397,3114,5511,0,-0.915346577,0.777816722,0,0,0
283,10/10/2011,4,0,10,TRUE,1,FALSE,1,0.570833,0.542925,0.73375,0.0423042,1514,3603,5117,0,-0.870133269,0.815202694,0,0,0
284,11/10/2011,4,0,10,FALSE,2,TRUE,2,0.566667,0.546096,0.80875,0.143042,667,3896,4563,0,-0.746880314,1.699007178,0,0,0
285,12/10/2011,4,0,10,FALSE,3,TRUE,3,0.543333,0.517717,0.90625,0.24815,217,2199,2416,0,-0.181997472,2.770849092,1,1,0
286,13/10/2011,4,0,10,FALSE,4,TRUE,2,0.589167,0.551804,0.896667,0.141787,290,2623,2913,0,-0.614349787,2.102945699,1,0,0
287,14/10/2011,4,0,10,FALSE,5,TRUE,2,0.550833,0.529675,0.71625,0.223883,529,3115,3644,0,-0.423945407,1.383716739,0,0,0
288,15/10/2011,4,0,10,FALSE,6,FALSE,1,0.506667,0.498725,0.483333,0.258083,1899,3318,5217,1,-0.407737781,-0.246423562,0,0,0
289,16/10/2011,4,0,10,FALSE,0,FALSE,1,0.511667,0.503154,0.486667,0.281717,1748,3293,5041,1,-0.347432054,-0.186179728,0,0,0
290,17/10/2011,4,0,10,FALSE,1,TRUE,1,0.534167,0.510725,0.579583,0.175379,713,3857,4570,0,-0.582174008,0.315574252,0,0,0
291,18/10/2011,4,0,10,FALSE,2,TRUE,2,0.5325,0.522721,0.701667,0.110087,637,4111,4748,0,-0.690417913,1.439261898,0,0,0
292,19/10/2011,4,0,10,FALSE,3,TRUE,3,0.541739,0.513848,0.895217,0.243339,254,2170,2424,0,-0.177265164,2.747280255,1,1,0
293,20/10/2011,4,0,10,FALSE,4,TRUE,1,0.475833,0.466525,0.63625,0.422275,471,3724,4195,0,-0.03205119,0.152555136,0,0,0
294,21/10/2011,4,0,10,FALSE,5,TRUE,1,0.4275,0.423596,0.574167,0.221396,676,3628,4304,0,-0.189690039,0.289728616,0,0,0
295,22/10/2011,4,0,10,FALSE,6,FALSE,1,0.4225,0.425492,0.629167,0.0926667,1499,2809,4308,0,-0.357405099,0.593983849,0,0,0
296,23/10/2011,4,0,10,FALSE,0,FALSE,1,0.421667,0.422333,0.74125,0.0995125,1619,2762,4381,0,-0.378753219,0.975728882,0,0,0
297,24/10/2011,4,0,10,FALSE,1,TRUE,1,0.463333,0.457067,0.772083,0.118792,699,3488,4187,0,-0.505826138,1.056077398,0,0,0
298,25/10/2011,4,0,10,FALSE,2,TRUE,1,0.471667,0.463375,0.622917,0.166658,695,3992,4687,0,-0.463598017,0.475157603,0,0,0
299,26/10/2011,4,0,10,FALSE,3,TRUE,2,0.484167,0.472846,0.720417,0.148642,404,3490,3894,0,-0.378222187,1.556554226,0,0,0
300,27/10/2011,4,0,10,FALSE,4,TRUE,2,0.47,0.457046,0.812917,0.197763,240,2419,2659,0,-0.134693201,1.887249786,0,0,0
301,28/10/2011,4,0,10,FALSE,5,TRUE,2,0.330833,0.318812,0.585833,0.229479,456,3291,3747,0,0.286419275,1.157136285,0,0,0
302,29/10/2011,4,0,10,FALSE,6,FALSE,3,0.254167,0.227913,0.8825,0.351371,57,570,627,0,1.153298961,2.897405164,1,1,0
303,30/10/2011,4,0,10,FALSE,0,FALSE,1,0.319167,0.321329,0.62375,0.176617,885,2446,3331,0,0.237865574,0.712144579,0,0,0
304,31/10/2011,4,0,10,FALSE,1,TRUE,1,0.34,0.356063,0.703333,0.10635,362,3307,3669,0,-0.085303348,1.021277692,0,0,0
305,1/11/2011,4,0,11,FALSE,2,TRUE,1,0.400833,0.397088,0.68375,0.135571,410,3658,4068,0,-0.297358174,0.889929643,0,0,0
306,2/11/2011,4,0,11,FALSE,3,TRUE,1,0.3775,0.390133,0.71875,0.0820917,370,3816,4186,0,-0.36625179,1.060919921,0,0,0
307,3/11/2011,4,0,11,FALSE,4,TRUE,1,0.408333,0.405921,0.702083,0.136817,318,3656,3974,0,-0.321433879,0.921568942,0,0,0
308,4/11/2011,4,0,11,FALSE,5,TRUE,2,0.403333,0.403392,0.6225,0.271779,470,3576,4046,0,-0.000648751,1.170461259,0,0,0
309,5/11/2011,4,0,11,FALSE,6,FALSE,1,0.326667,0.323854,0.519167,0.189062,1156,2770,3926,0,0.134757673,0.314420173,0,0,0
310,6/11/2011,4,0,11,FALSE,0,FALSE,1,0.348333,0.362358,0.734583,0.0920542,952,2697,3649,0,-0.141003707,1.168105509,0,0,0
311,7/11/2011,4,0,11,FALSE,1,TRUE,1,0.395,0.400871,0.75875,0.057225,373,3662,4035,0,-0.437573086,1.244378166,0,0,0
312,8/11/2011,4,0,11,FALSE,2,TRUE,1,0.408333,0.412246,0.721667,0.0690375,376,3829,4205,0,-0.467655412,1.077696298,0,0,0
313,9/11/2011,4,0,11,FALSE,3,TRUE,1,0.4,0.409079,0.758333,0.0621958,305,3804,4109,0,-0.465897609,1.198483392,0,0,0
314,10/11/2011,4,0,11,FALSE,4,TRUE,2,0.38,0.373721,0.813333,0.189067,190,2743,2933,0,0.027909787,2.008593299,0,0,0
315,11/11/2011,4,0,11,TRUE,5,FALSE,1,0.324167,0.306817,0.44625,0.314675,440,2928,3368,2,0.568417876,-0.033322931,0,0,0
316,12/11/2011,4,0,11,FALSE,6,FALSE,1,0.356667,0.357942,0.552917,0.212062,1275,2792,4067,0,0.038394865,0.33671435,0,0,0
317,13/11/2011,4,0,11,FALSE,0,FALSE,1,0.440833,0.43055,0.458333,0.281721,1004,2713,3717,1,0.005576881,0.000377209,0,0,0
318,14/11/2011,4,0,11,FALSE,1,TRUE,1,0.53,0.524612,0.587083,0.306596,595,3891,4486,1,-0.445311749,0.209870629,0,0,0
319,15/11/2011,4,0,11,FALSE,2,TRUE,2,0.53,0.507579,0.68875,0.199633,449,3746,4195,0,-0.501736619,1.399734102,0,0,0
320,16/11/2011,4,0,11,FALSE,3,TRUE,3,0.456667,0.451988,0.93,0.136829,145,1672,1817,0,-0.103486558,3.203156545,1,1,0
321,17/11/2011,4,0,11,FALSE,4,TRUE,2,0.341667,0.323221,0.575833,0.305362,139,2914,3053,0,0.423314051,1.160797146,0,0,0
322,18/11/2011,4,0,11,FALSE,5,TRUE,1,0.274167,0.272721,0.41,0.168533,245,3147,3392,0,0.330794187,0.179826465,0,0,0
323,19/11/2011,4,0,11,FALSE,6,FALSE,1,0.329167,0.324483,0.502083,0.224496,943,2720,3663,0,0.225639183,0.238093931,0,0,0
324,20/11/2011,4,0,11,FALSE,0,FALSE,2,0.463333,0.457058,0.684583,0.18595,787,2733,3520,0,-0.197642349,1.511938379,0,0,0
325,21/11/2011,4,0,11,FALSE,1,TRUE,3,0.4475,0.445062,0.91,0.138054,220,2545,2765,0,-0.188296934,3.069529531,1,1,0
326,22/11/2011,4,0,11,FALSE,2,TRUE,3,0.416667,0.421696,0.9625,0.118792,69,1538,1607,0,-0.00630236,3.388666202,1,1,0
327,23/11/2011,4,0,11,FALSE,3,TRUE,2,0.440833,0.430537,0.757917,0.335825,112,2454,2566,0,0.144127634,1.627906876,0,0,0
328,24/11/2011,4,0,11,TRUE,4,FALSE,1,0.373333,0.372471,0.549167,0.167304,560,935,1495,0,0.373870614,0.66121615,0,0,0
329,25/11/2011,4,0,11,FALSE,5,TRUE,1,0.375,0.380671,0.64375,0.0988958,1095,1697,2792,0,-0.113013623,0.949653313,0,0,0
330,26/11/2011,4,0,11,FALSE,6,FALSE,1,0.375833,0.385087,0.681667,0.0684208,1249,1819,3068,0,-0.172720268,1.021556954,0,0,0
331,27/11/2011,4,0,11,FALSE,0,FALSE,1,0.459167,0.4558,0.698333,0.208954,810,2261,3071,0,-0.185081579,0.865060318,0,0,0
332,28/11/2011,4,0,11,FALSE,1,TRUE,1,0.503478,0.490122,0.743043,0.142122,253,3614,3867,0,-0.582477809,1.007904832,0,0,0
333,29/11/2011,4,0,11,FALSE,2,TRUE,2,0.458333,0.451375,0.830833,0.258092,96,2818,2914,0,-0.10612757,1.917442391,0,0,0
334,30/11/2011,4,0,11,FALSE,3,TRUE,1,0.325,0.311221,0.613333,0.271158,188,3425,3613,0,0.244602684,0.581351626,0,0,0
335,1/12/2011,4,0,12,FALSE,4,TRUE,1,0.3125,0.305554,0.524583,0.220158,182,3545,3727,0,0.15836827,0.449382499,0,0,0
336,2/12/2011,4,0,12,FALSE,5,TRUE,1,0.314167,0.331433,0.625833,0.100754,268,3672,3940,0,-0.14002988,0.88034966,0,0,0
337,3/12/2011,4,0,12,FALSE,6,FALSE,1,0.299167,0.310604,0.612917,0.0957833,706,2908,3614,0,0.003222837,0.847362706,0,0,0
338,4/12/2011,4,0,12,FALSE,0,FALSE,1,0.330833,0.3491,0.775833,0.0839583,634,2851,3485,0,-0.155577242,1.398014176,0,0,0
339,5/12/2011,4,0,12,FALSE,1,TRUE,2,0.385833,0.393925,0.827083,0.0622083,233,3578,3811,0,-0.373541103,2.237439762,1,0,0
340,6/12/2011,4,0,12,FALSE,2,TRUE,3,0.4625,0.4564,0.949583,0.232583,126,2468,2594,0,-0.135111225,3.104419708,1,1,0
341,7/12/2011,4,0,12,FALSE,3,TRUE,3,0.41,0.400246,0.970417,0.266175,50,655,705,0,0.321449696,3.352587057,1,1,0
342,8/12/2011,4,0,12,FALSE,4,TRUE,1,0.265833,0.256938,0.58,0.240058,150,3172,3322,0,0.366465556,0.663800951,0,0,0
343,9/12/2011,4,0,12,FALSE,5,TRUE,1,0.290833,0.317542,0.695833,0.0827167,261,3359,3620,0,-0.09726812,1.162219741,0,0,0
344,10/12/2011,4,0,12,FALSE,6,FALSE,1,0.275,0.266412,0.5075,0.233221,502,2688,3190,0,0.418180597,0.404480914,0,0,0
345,11/12/2011,4,0,12,FALSE,0,FALSE,1,0.220833,0.253154,0.49,0.0665417,377,2366,2743,0,0.347453921,0.753616129,0,0,0
346,12/12/2011,4,0,12,FALSE,1,TRUE,1,0.238333,0.270196,0.670833,0.06345,143,3167,3310,0,0.088978924,1.240021737,0,0,0
347,13/12/2011,4,0,12,FALSE,2,TRUE,1,0.2825,0.301138,0.59,0.14055,155,3368,3523,0,0.093787337,0.821248107,0,0,0
348,14/12/2011,4,0,12,FALSE,3,TRUE,2,0.3175,0.338362,0.66375,0.0609583,178,3562,3740,0,-0.115945183,1.796246048,0,0,0
349,15/12/2011,4,0,12,FALSE,4,TRUE,2,0.4225,0.412237,0.634167,0.268042,181,3528,3709,0,-0.0600361,1.314363356,0,0,0
350,16/12/2011,4,0,12,FALSE,5,TRUE,2,0.375,0.359825,0.500417,0.260575,178,3399,3577,0,0.151749228,0.977963982,0,0,0
351,17/12/2011,4,0,12,FALSE,6,FALSE,2,0.258333,0.249371,0.560833,0.243167,275,2464,2739,0,0.607219057,1.311325319,0,0,0
352,18/12/2011,4,0,12,FALSE,0,FALSE,1,0.238333,0.245579,0.58625,0.169779,220,2211,2431,0,0.493757021,0.908069337,0,0,0
353,19/12/2011,4,0,12,FALSE,1,TRUE,1,0.276667,0.280933,0.6375,0.172896,260,3143,3403,0,0.183859426,0.946408854,0,0,0
354,20/12/2011,4,0,12,FALSE,2,TRUE,2,0.385833,0.396454,0.595417,0.0615708,216,3534,3750,0,-0.279457926,1.555352347,0,0,0
355,21/12/2011,1,0,12,FALSE,3,TRUE,2,0.428333,0.428017,0.858333,0.2214,107,2553,2660,0,0.476038331,1.622085461,0,0,0
